Descrição,Código (SKU),Unidade,Preço,Preço promocional,Estoque disponível,Custo,origem
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - CINZA CHUMBO",IP1953,UN,500,0,8.0,0,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - CINZA CHUMBO FOSCO",IP1968,UN,500,0,8.0,318.91,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - CINZA METÁLICO",IP1996,UN,500,0,25.0,282.96,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - GRAFITE MEALICO",IP1952,UN,500,0,21.0,282.96,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - LARANJA BRILHO",IP1955,UN,500,0,2.0,318.77,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - PRATA METÁLICO",IP1965,UN,500,0,13.0,319.67,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - PRETO BRILHO",IP1960,UN,500,0,14.0,307.13,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - PRETO FOSCO",IP1954,UN,500,0,1.0,282.96,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - VERMELHO BRILHO",IP1951,UN,500,0,5.0,282.96,servi
"CHAPA ACM C/1,50 X 5,00 M GEOBOND  - VERMELHO FOSCO",IP1970,UN,500,0,12.0,318.91,servi
"CHAPA ACM CINZA ESCURO C/1,50 X 5,00 M NICOMETAL",IP828,UN,540,0,0.0,530,servi
"CHAPA ACM DOURADO ESPELHADO C/1,22 X 5,00 M NICO",IP830,UN,700,0,0.0,530,servi
"CHAPA ACM ESPECIAIS C/1,22 X 5,00 M GEOBOND ",IP-ACM122-PAI-ESP,UN,500,0,0.0,0,servi
"CHAPA ACM ESPECIAIS C/1,22 X 5,00 M GEOBOND  - MADEIRA CASTANHO",IP1981,UN,500,0,0.0,311.55,servi
"CHAPA ACM ESPECIAIS C/1,22 X 5,00 M GEOBOND  - MADEIRA IMBUIA",IP1982,UN,500,0,1.0,310.96,servi
"CHAPA ACM ESPECIAIS C/1,22 X 5,00 M GEOBOND  - PRATA ESCOVADO",IP1980,UN,500,0,-4.0,362.93,servi
"CHAPA ACM ESPELHADO C/1,22 X 5,00 M ALUM",IP-ACM-PAI-ESPE,UN,875,0,0.0,0,servi
"CHAPA ACM ESPELHADO C/1,22 X 5,00 M ALUM - DOURADO",IP1356,UN,875,0,4.0,595,servi
"CHAPA ACM ESPELHADO C/1,22 X 5,00 M ALUM - PRATA",IP1357,UN,875,0,0.0,521,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL",IP-ACM-FOS-PAI,UN,481,0,0.0,0,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - AMARELO",IP1451,UN,481,0,2.0,0,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - AZUL MARINHO",IP1455,UN,481,0,1.0,336,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - BRANCO",IP1492,UN,481,0,0.0,336,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - BRONZE",IP1452,UN,481,0,3.0,336,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - DOURADO",IP1493,UN,481,0,1.0,336,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - GRAFITE METALICO",IP1490,UN,481,0,39.0,336,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - LARANJA",IP1453,UN,481,0,0.0,0,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - PRATA FOSCA",IP1454,UN,481,0,2.0,0,servi
"CHAPA ACM FOSCO C/1,22 X 5,00 M ALUM BRASIL - PRETO",IP1456,UN,481,0,22.0,336,servi
CHAPA ACRILICO AZUL 3 MM 2X1 CÓD AZ003,IP1411,UN,500,0,0.0,246.5,servi
CHAPA ACRILICO CAST BRANCO LEITOSO 2 MM 2X1,IP229,UN,250,0,16.0,155.2,servi
"CHAPA ACRILICO CAST BRANCO LEITOSO 3 MM 1,22 X  2,44",IP485,UN,437.5,0,6.0,244.19,servi
CHAPA ACRILICO CAST BRANCO LEITOSO 3 MM 2X1,IP484,UN,324,0,7.0,220.08,servi
CHAPA ACRILICO CAST CRISTAL TRANSPARENTE 2 MM 2X1,IP327-PAI,UN,237,0,0.0,0,servi
CHAPA ACRILICO CAST CRISTAL TRANSPARENTE 2 MM 2X1 - Cristal,IP327,UN,237,0,0.0,135.72,servi
CHAPA ACRILICO CAST CRISTAL TRANSPARENTE 3 MM 2X1,IP230,UN,318,0,56.0,193.17,servi
CHAPA ACRILICO CAST CRISTAL TRANSPARENTE 4 MM 2X1,IP1049,UN,425,0,6.0,258.28,servi
CHAPA ACRILICO CAST CRISTAL TRANSPARENTE 5 MM 2X1,IP383-PAI,UN,460,0,0.0,0,servi
CHAPA ACRILICO CAST CRISTAL TRANSPARENTE 5 MM 2X1 - Cristal,IP383,UN,460,0,0.0,285.48,servi
CHAPA ACRILICO CAST PRETO 3 MM 2X1,IP1435,UN,324,0,-1.0,0,servi
CHAPA ACRILICO CAST PRETO 5 MM 2X1,IP1401,UN,400,0,0.0,343.8,servi
CHAPA ACRILICO CRISTAL 30 X 20 2 MM,IP1484,UN,21,0,13.0,0,servi
CHAPA ACRILICO CRISTAL 40 X 40 2 MM,IP125475,UN,23,0,7.0,0,servi
CHAPA ACRILICO CRISTAL 50 X 50 2 MM,IP1485,UN,27,0,1.0,0,servi
"CHAPA ACRILICO CRISTAL TRANSPARENTE 5 MM 2,46X1,24",IP1162,UN,750,0,0.0,537.83,servi
CHAPA ACRILICO DOURADO ESPELHADO 2 MM 2X1,IP627,UN,337.5,0,0.0,146.8,servi
CHAPA ACRILICO PRATA ESPELHADO 2 MM 2X1,IP1001,UN,337.5,0,19.0,148.16,servi
CHAPA ACRILICO ROSE ESPELHADO 2 MM 2X1,IP1002,UN,337.5,0,18.0,152.6,servi
"CHAPA DE POLICARBONATO 2,10X6,00 6 MM",IP-POLI-ALV-PAI,UN,662,0,0.0,0,servi
"CHAPA DE POLICARBONATO 2,10X6,00 6 MM - Azul",IP1057,UN,662,0,2.5,362.73,servi
"CHAPA DE POLICARBONATO 2,10X6,00 6 MM - Branco Leitoso Opalescente",IP1143,UN,662,0,10.0,408.59,servi
"CHAPA DE POLICARBONATO 2,10X6,00 6 MM - Bronze",IP1102,UN,662,0,13.5,349.08,servi
"CHAPA DE POLICARBONATO 2,10X6,00 6 MM - Cristal Transparente ( Incolor )",IP1045,UN,662,0,9.0,418,servi
"CHAPA DE POLICARBONATO 2,10X6,00 6 MM - Fumê",IP853,UN,662,0,8.0,347.19,servi
"CHAPA DE POLICARBONATO ALVEOLAR 2,10X6,00  4 MM",IP1600-PAI-POLI,UN,475,0,0.0,259,servi
"CHAPA DE POLICARBONATO ALVEOLAR 2,10X6,00  4 MM - BRANCO",IP1601,UN,475,0,18.0,227.84,servi
"CHAPA DE POLICARBONATO ALVEOLAR 2,10X6,00  4 MM - BRONZE",IP1602,UN,475,0,14.0,227.84,servi
"CHAPA DE POLICARBONATO ALVEOLAR 2,10X6,00  4 MM - CRISTAL",IP1603,UN,475,0,14.0,278.95,servi
"CHAPA DE POLICARBONATO ALVEOLAR 2,10X6,00  4 MM - FUME",IP1604,UN,475,0,11.0,227.84,servi
CHAPA DE POLICARBONATO COMPACTO  2X3 2 MM,IP1623-PAI-POLI,UN,750,0,0.0,0,servi
CHAPA DE POLICARBONATO COMPACTO  2X3 2 MM - BRANCO,IP1624,UN,750,0,0.0,0,servi
CHAPA DE POLICARBONATO COMPACTO  2X3 2 MM - CRISTAL,IP1625,UN,750,0,8.0,396.08,servi
CHAPA DE POLICARBONATO COMPACTO  2X3 3 MM,IP1627-PAI-POLI,UN,1093,0,0.0,0,servi
CHAPA DE POLICARBONATO COMPACTO  2X3 3 MM - BRANCO,IP1628,UN,1093,0,0.0,0,servi
CHAPA DE POLICARBONATO COMPACTO  2X3 3 MM - CRISTAL,IP1629,UN,1093,0,11.0,594.17,servi
CHAPA DE POLICARBONATO COMPACTO  2X6 2 MM,IP1620-PAI-POLI,UN,1500,0,0.0,0,servi
CHAPA DE POLICARBONATO COMPACTO  2X6 2 MM - BRANCO,IP1621,UN,1500,0,4.5,792.22,servi
CHAPA DE POLICARBONATO COMPACTO  2X6 2 MM - CRISTAL,IP1622,UN,1500,0,10.0,792.22,servi
CHAPA DE POLICARBONATO COMPACTO  2X6 3 MM,IP1601-PAI-POLI,UN,2187,0,0.0,1174.71,servi
CHAPA DE POLICARBONATO COMPACTO  2X6 3 MM - BRANCO,IP1605,UN,2187,0,19.5,1188.36,servi
CHAPA DE POLICARBONATO COMPACTO  2X6 3 MM - CRISTAL,IP1606,UN,2187,0,9.5,1188.36,servi
"CHAPA PETG CRISTAL 0,50 MM 2X1",IP1078,UN,85,0,100.0,53.88,servi
CHAPA PETG CRISTAL 1MM 2X1,IP1079,UN,100,0,18.0,61.38,servi
CHAPA PETG CRISTAL 30 X 20 1 MM,IP12587,UN,25,0,0.0,0,servi
"CHAPA POLIONDA 3 MM 1,30 X 2,00 BRANCO",IP1080,UN,65,0,43.0,35.93,servi
"CHAPA POLIONDA 4 MM 1,30 X 2,00 BRANCO",IP1111,UN,88,0,66.0,53.84,servi
"CHAPA PS BRANCO 0,5 MM 2,00 X 1,00 MT",IP859,UN,31.25,0,490.0,18.71,servi
"CHAPA PS BRANCO 0,5 MM 60 CM X 1,20 MT",IP607-PAI,UN,15,0,-20.0,0,servi
"CHAPA PS BRANCO 0,5 MM 60 CM X 1,20 MT",IP607,UN,20,0,449.0,7.5,servi
"CHAPA PS BRANCO 0,50 MM 50 CM X 50 CM  ",IP1481,UN,10,0,2.0,0,servi
"CHAPA PS BRANCO 1 MM 1,30 x 3,00 MT",IP1099,UN,85,0,182.0,45.95,servi
"CHAPA PS BRANCO 1 MM 2,00 X 1,00 MT",IP30,UN,40,0,16.0,23.84,servi
CHAPA PS BRANCO 1 MM 30 CM X 20 CM  ,IP165874,UN,10,0,40.0,0,servi
CHAPA PS BRANCO 1 MM 40 CM X 40 CM  ,IP12547,UN,10,0,3.0,0,servi
CHAPA PS BRANCO 1 MM 50 CM X 50 CM  ,IP45874,UN,12,0,9.0,0,servi
"CHAPA PS BRANCO 1 MM 60 CM X 1,20 MT",IP904,UN,16,0,324.0,9.28,servi
"CHAPA PS BRANCO 2 MM 1,30 X 3,00 MT",IP905,UN,160,0,-14.0,96.92,servi
"CHAPA PS BRANCO 2 MM 2,00 X 1,00 MT",IP33-PAI,UN,75,0,0.0,0,servi
"CHAPA PS BRANCO 2 MM 2,00 X 1,00 MT - BRANCO",IP33,UN,80,0,2.0,47.95,servi
CHAPA PS BRANCO 2 MM 30 CM X 20 CM  ,IP32584,UN,15,0,15.0,0,servi
CHAPA PS BRANCO 2 MM 30 CM X 30 CM  ,IP25478,UN,15,0,32.0,0,servi
CHAPA PS BRANCO 2 MM 30 CM X 40 CM  ,IP19874,UN,15,0,5.0,0,servi
CHAPA PS BRANCO 2 MM 40 CM X 40 CM  ,IP25474,UN,15,0,22.0,0,servi
"CHAPA PS BRANCO 2 MM 5,00 x 1,30 MT",IP1098,UN,250,0,44.0,152.2,servi
CHAPA PS BRANCO 2 MM 50 CM X 50 CM  ,IP125485,UN,15,0,21.0,0,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT",IP40-Ecommerce,UN,0,0,0.0,0,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT",IP40,UN,125,0,126.0,74.06,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT - 1 Unid.",IP40-1,UN,0,0,0.0,0,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT - 2 Unid.",IP40-2,UN,0,0,0.0,0,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT - 3 Unid.",IP40-3,UN,0,0,0.0,0,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT - 4 Unid.",IP40-4,UN,0,0,0.0,0,servi
"CHAPA PS BRANCO 3 MM 2,00 X 1,00 MT - 5 Unid.",IP40-5,UN,0,0,0.0,0,servi
"CHAPA PS CRISTAL 2 MM 0,50 cm x 0,50 cm",IP1228,UN,15,0,0.0,10.12,servi
"CHAPA PS CRISTAL 2 MM 2,00 X 1,00 MT",IP34,UN,133.75,0,29.0,76.81,servi
"CHAPA PS CRISTAL 3 MM 2,00 X 1,00 MT",IP32,UN,198.75,0,17.0,116.65,servi
"CHAPA PS LUMINARIA 2 MM 2,00 X 1,00 MT",IP802,UN,125,0,126.0,74.12,servi
CHAPA PS LUMINARIA 2 MM 20 CM X 20 CM,IP1219,UN,20,0,8.0,10,servi
CHAPA PS LUMINARIA 2 MM 30 CM X 20 CM,IP58742,UN,18,0,154.0,0,servi
CHAPA PS LUMINARIA 2 MM 30 CM X 30 CM,IP1220,UN,30,0,37.0,10,servi
CHAPA PS LUMINARIA 2 MM 40 CM X 40 CM,IP1222,UN,25,0,43.0,10,servi
CHAPA PS LUMINARIA 2 MM 40 X 30,IP23582,UN,22,0,22.0,0,servi
CHAPA PS LUMINARIA 2 MM 50 CM X 50 CM,IP1221,UN,40,0,34.0,10,servi
"CHAPA PS PRETO 1 MM 1,00 X 2,00 MT",IP1100,UN,36.25,0,198.0,22.23,servi
CHAPA PS PRETO 1 MM 30 CM  X 30 CM ,IP325845,UN,12,0,13.0,0,servi
CHAPA PS PRETO 1 MM 40 CM  X 40 CM ,IP547415,UN,15,0,6.0,0,servi
"CHAPA PS PRETO 2 MM 1,30 X 3,00 MT",IP593,UN,150,0,96.0,86.29,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT",IP592,UN,86.25,0,-3.0,44.25,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT - Ecommerce",IP592-Ecommerce,UN,0,0,0.0,0,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT - Ecommerce - 1 Unid.",IP592-1,UN,102.54,0,-3.0,44.25,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT - Ecommerce - 2 Unid.",IP592-2,UN,205.08,0,-2.0,88.5,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT - Ecommerce - 3 Unid.",IP592-3,UN,307.62,0,-1.0,132.76,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT - Ecommerce - 4 Unid.",IP592-4,UN,410.16,0,-2.0,177.01,servi
"CHAPA PS PRETO 2 MM 2,00 X 1,00 MT - Ecommerce - 5 Unid.",IP592-5,UN,512.7,0,-1.0,221.26,servi
CHAPA PS PRETO 2 MM 30 CM  X 20 CM ,IP21474,UN,20,0,41.0,0,servi
CHAPA PS PRETO 2 MM 30 CM  X 30 CM ,IP1483,UN,23,0,29.0,0,servi
CHAPA PS PRETO 2 MM 30 CM  X 40 CM ,IP1482,UN,26,0,21.0,0,servi
CHAPA PS PRETO 2 MM 40 CM  X 40 CM ,IP32589,UN,25,0,25.0,0,servi
CHAPA PS PRETO 2 MM 50 CM  X 50 CM ,IP54741,UN,35,0,34.0,0,servi
"CHAPA PS PRETO 3 MM 2,00 X 1,00 MT",IP763,UN,117.5,0,30.0,70.31,servi
CHAPA PS PRETO 3 MM 30 CM  X 20 CM ,IP41474,UN,20,0,18.0,0,servi
CHAPA PS PRETO 3 MM 30 CM  X 30 CM ,IP21585,UN,25,0,7.0,0,servi
CHAPA PS PRETO 3 MM 30 CM  X 30 CM ,IP265745,UN,27,0,0.0,0,servi
CHAPA PS PRETO 3 MM 30 CM  X 40 CM ,IP3258454,UN,26,0,0.0,0,servi
CHAPA PS PRETO 3 MM 40 CM  X 40 CM ,IP21547,UN,30,0,11.0,0,servi
CHAPA PS PRETO 3 MM 50 CM  X 50 CM ,IP214796,UN,38,0,7.0,0,servi
"CHAPA PVC CRISTAL 0,30 MM 60 X 1,20 M",IP793,UN,20,0,74.0,9.74,servi
"CHAPA PVC CRISTAL 0,50 MM 60 X 1,20 M",IP740,UN,31,0,157.0,16.66,servi
"CHAPA PVC CRISTAL 0,70 MM 60 X 1,20 M",IP794,UN,45,0,84.0,23.43,servi
"CHAPA PVC EXPANDIDO 10 MM 1,22 X 2,44",IP463-PAI,UN,250,0,0.0,0,servi
"CHAPA PVC EXPANDIDO 10 MM 1,22 X 2,44 - Branco",IP463,UN,275,0,24.0,175,servi
"CHAPA PVC EXPANDIDO 15 MM 1,22 X 2,44",IP449,UN,400,0,7.0,221.37,servi
"CHAPA PVC EXPANDIDO 2 MM 1,22 X 2,44",IP231,UN,66,0,215.0,37,servi
"CHAPA PVC EXPANDIDO 20 MM 1,22 X 2,44",IP299,UN,500,0,25.0,289,servi
"CHAPA PVC EXPANDIDO 3 MM 1,22 X 2,44",IP232,UN,91,0,123.0,51,servi
"CHAPA PVC EXPANDIDO 30 MM 1,22 X 2,44",IP603,UN,725,0,0.0,719,servi
"CHAPA PVC EXPANDIDO 5 MM 1,22 X 2,44",IP450-PAI,UN,156,0,0.0,0,servi
"CHAPA PVC EXPANDIDO 5 MM 1,22 X 2,44 - Branco",IP450,UN,168,0,8.0,89,servi
COLA PARA ACRILICO 900 ML SULCOLOR,IP1115,UN,48,0,2.0,30.79,servi
COLA PARA PS 900 ML SULCOLOR,IP1116,UN,45,0,7.0,26.77,servi
COLA VINIL 750 G LATA BRASCOLA/BRASCOPREN BR800PVC,IP155-PAI,UN,45,0,0.0,0,servi
COLA VINIL 750 G LATA BRASCOLA/BRASCOPREN BR800PVC - BRASCOPREN BR 800 PVC,IP155,UN,45,0,27.0,20.49,servi
COLA VINIL BISNAGA 75 GR BRASCOLA,IP154,UN,12,0,814.0,3.67,servi
CORDAO BRANCO 2 MM,IP10,UN,98,0,76.0,53.74,servi
CORDAO BRANCO 3 MM,IP11,UN,85,0,63.0,46.33,servi
CORTADOR DE ACRILICO COD:15-068 PRO,IP532,UN,36,0,0.0,21.37,servi
CORTADOR DE ACRILICO KATENAI K-701 C/2 LAMINAS,IP1236,UN,45,0,0.0,26.46,servi
CORTADOR DE LINER DUPLO COD:15-011 MD EXFAK,IP1011,UN,85,0,5.0,7.17,servi
CORTADOR DE LINER JOKER RONEK COD - 9096,IP5430,UN,27,0,5.0,13.77,servi
CORTADOR DE LINER LARANJA IMPORTADO,IP1976,UN,20,0,48.0,6.88,servi
CORTE USINAGEM NA MAQUINA ROUTER CNC ,IP10000,UN,1,0,-3.0,0,servi
"DECOR JARDIM TROPICAL C/ 1,22 ALLTAK",IP2587,UN,58,0,25.0,0,servi
"DECOR JARDIM VERTICAL C/ 1,22 ALLTAK",IP1248,UN,58,0,25.0,41.06,servi
DUPLA FACE ESPUMA 19X10 FIXACAO TAPEFIX,IP20,UN,17,0,8.0,10.58,servi
"Envelopamento Adesivo Vinil Preto Fosco Automotivo 1m X 2,5m",IP50-250,UN,62.78,0,66.0,0,servi
Envelopamento Adesivo Vinil Preto Fosco Automotivo 1m X 2m,IP50-2,UN,42.51,0,83.0,22.38,servi
"Envelopamento Automotivo Jateado Preto Airflow 1,22x13,00m",IP150-13,UN,447.14,0,5.0,228.93,servi
"Envelopamento Automotivo Jateado Preto Airflow 1,22x5,00",IP150-5,UN,188.01,0,15.0,88.05,servi
"Envelopamento Automotivo Jateado Preto Airflow 1,22x7,00",IP150-7,UN,249.99,0,10.0,123.27,servi
"Envelopamento De Mesa De Vidro Laca Offwhite 1,22 X 2,75m",MLB3928840438,UN,95,0,0.0,0,servi
"Envelopamento De Mesa De Vidro Laca Offwhite 1,22 X 2,75m - SILVER MAX CREME",IP564-275,UN,95,0,13.0,39.66,servi
"Envelopamento De Mesa De Vidro Laca Offwhite 1,5x1m Lavável",MLB2888752010,UN,51,0,0.0,0,servi
"Envelopamento De Mesa De Vidro Laca Offwhite 1,5x1m Lavável - OFF WHITE/CREME",IP234-150,UN,51,0,88.0,16.38,servi
Envelopamento De Mesa De Vidro Laca Offwhite 2m X 1m Lavável,MLB3623405894,UN,50.61,0,0.0,0,servi
Envelopamento De Mesa De Vidro Laca Offwhite 2m X 1m Lavável - OFF WHITE/CREME,IP234-2,UN,59,0,66.0,21.84,servi
Envelopamento De Mesa De Vidro Laca Preto 2m X 1m Lavável,MLB2933221943,UN,59.96,0,0.0,0,servi
Envelopamento De Mesa De Vidro Laca Preto 2m X 1m Lavável - Preto,KIT-49-2,UN,59.96,0,55.0,21.2,servi
"Envelopamento Fibra Carbono Teto Ou Capo 1,5mx1,40m+espatula",MLB2634175516,UN,96.52,0,0.0,0,servi
"Envelopamento Fibra Carbono Teto Ou Capo 1,5mx1,40m+espatula - FIBRA DE CARBONO 3D MAIS ESPATULA C-FELTRO",KIT-IP212-150-172,UN,96.52,0,40.0,34.28,servi
"Envelopamento Fibra Carbono Teto Ou Capo 2mx1,40m + Espatula",MLB2634143068,UN,126.01,0,0.0,0,servi
"Envelopamento Fibra Carbono Teto Ou Capo 2mx1,40m + Espatula - FIBRA 3D",KIT-IP212-2-172,UN,126.01,0,29.0,45.39,servi
"Envelopamento Fibra De Carbono 4d Preto 1,40x2,00 Teto/capo",IP69-2,UN,111.01,0,94.0,0,servi
"Envelopamento Fibra De Carbono 4d Preto 1,40x3,00 Teto/capo",IP69-3,UN,185,0,-1.0,0,servi
"Envelopamento Fibra De Carbono 4d Preto 2,00x30cm - Imprimax",IP1096-2,UN,24.13,0,91.0,12.34,servi
"Envelopamento Fibra De Carbono 4d Preto 2,50x30cm - Imprimax",IP1096-250,UN,57,0,72.0,15.43,servi
Envelopamento Fibra De Carbono 4d Preto 2m X 35cm - Imprimax,MLB3794037930,UN,31,0,0.0,0,servi
Envelopamento Fibra De Carbono 4d Preto 2m X 35cm - Imprimax - 4d preto,IP1171-2,UN,31,0,118.0,12.54,servi
Envelopamento Fibra De Carbono 4d Preto 2m X 70cm - Imprimax,IP797-2,UN,50.47,0,43.0,24.86,servi
"Envelopamento Fibra De Carbono 4d Preto 3,00x30cm - Imprimax",IP1096-3,UN,44.5,0,60.0,18.51,servi
Envelopamento Fibra De Carbono 4d Preto 3m X 70cm - Imprimax,IP797-3,UN,78,0,29.0,37.29,servi
Envelopamento Fibra De Carbono 4d Preto 4m X 70cm - Imprimax,IP797-4,UN,96.53,0,21.0,49.72,servi
Envelopamento Fibra De Carbono 4d Preto 5m X 70cm - Imprimax,IP797-5,UN,130,0,17.0,62.15,servi
Envelopamento Fibra De Carbono 4d Preto 6m X 70cm - Imprimax,IP797-6,UN,200,0,14.0,74.58,servi
Envelopamento Fibra De Carbono 4d Preto 7m X 70cm - Imprimax,IP797-7,UN,245.5,0,11.0,87.01,servi
"Envelopamento Fibra De Carbono 4dpreto 1,10x2,00 Teto Brinde",MLB3161687015,UN,110.04,0,0.0,0,servi
"Envelopamento Fibra De Carbono 4dpreto 1,10x2,00 Teto Brinde - BRINDE - 1 ESPATULA COM FELTRO MAIS 1 ESTILETE DE PLASTIC",KIT-IP1095-2-933,UN,110.04,0,-5.0,41.84,servi
"Envelopamento Mesa De Vidro Laca Offwhite 2,50x1,22m Lavável",MLB3229512577,UN,150,0,0.0,0,servi
"Envelopamento Mesa De Vidro Laca Offwhite 2,50x1,22m Lavável - SILVER MAX BEGE",IP564-250,UN,150,0,14.0,36.05,servi
"Envelopamento Mesa De Vidro Laca Offwhite 2m X1,22m Lavável",MLB3137387037,UN,71.13,0,0.0,0,servi
"Envelopamento Mesa De Vidro Laca Offwhite 2m X1,22m Lavável - SILVER MAX CREME",IP564-2,UN,71.13,0,18.0,28.84,servi
"Envelopamento Mesa De Vidro Laca Offwhite 3,00x1,22m Lavável",MLB3243971720,UN,111.79,0,0.0,0,servi
"Envelopamento Mesa De Vidro Laca Offwhite 3,00x1,22m Lavável - silver max bege",IP564-3,UN,111.79,0,12.0,43.26,servi
Espatula 02und Ferramenta Insufilm Adesivo De Envelopamento,MLB3191429429,UN,13.65,0,0.0,0,servi
Espatula 02und Ferramenta Insufilm Adesivo De Envelopamento - ESPATULA VARIAS CORES,IP172-2,UN,13.65,0,732.0,1.87,servi
ESPATULA 3 UND MINI CUT GUIDE JOKER COD:3022 RONEK,IP959,UN,33,0,1.0,18.9,servi
ESPATULA BATEDOR QUICK FOOT RONEK AZUL COD:3069,IP772,UN,20,0,16.0,7.92,servi
ESPATULA BATMAN BR COD:50-2030 EXFAK,IP189-PAI,UN,25,0,0.0,0,servi
ESPATULA BATMAN BR COD:50-2030 EXFAK - código 50-2030,IP189,UN,25,0,19.0,8.29,servi
ESPATULA CONQUISTADORA BATMAN RONEK COD:8010,IP1069,UN,20,0,14.0,8.47,servi
ESPATULA DE FELTRO,IP38,UN,20,0,84.0,9.96,servi
ESPATULA DOUBLE MAX 25 CM RONEK COD:3062,IP542,UN,39,0,6.0,24.72,servi
ESPATULA EXFAK TITAN COD:50-2044,IP287,UN,35,0,15.0,19.8,servi
ESPATULA FELTRO GRIP 4 JOKER RONEK COD:8020,IP774-PAI,UN,27,0,0.0,0,servi
ESPATULA FELTRO GRIP 4 JOKER RONEK COD:8020 - CODIGO - 8020,IP774,UN,27,0,12.0,15.16,servi
ESPATULA JOKER BLADE RONEK COD:4035,IP1346,UN,40,0,10.0,24.32,servi
ESPATULA JOKER CUT GUIDE 5 RONEK COD3021,IP771-PAI,UN,35,0,0.0,0,servi
ESPATULA JOKER CUT GUIDE 5 RONEK COD3021 - verde,IP771,UN,35,0,12.0,25.96,servi
ESPATULA JOKER EGG VERDE RONEK COD:3078,IP773,UN,29,0,5.0,19.86,servi
ESPATULA JOKER EMBORRACHADA VERDE PPF COD:3016 RONEK,IP817-PAI,UN,58,0,0.0,0,servi
ESPATULA JOKER EMBORRACHADA VERDE PPF COD:3016 RONEK - ESPATULA PARA APLICAR PPF COD 3016,IP817,UN,58,0,1.0,42.92,servi
ESPATULA JOKER GOLD RONEK COD:3040,IP1347,UN,25,0,2.0,10.01,servi
ESPATULA JOKER GOLD RONEK COD:6012,IP1064,UN,25,0,3.0,17,servi
ESPATULA JOKER GUIDE 90 º GUIA DE CORTE COD:4036 RONEK,IP775-PAI,UN,35,0,31.0,20.28,servi
ESPATULA JOKER GUIDE 90 º GUIA DE CORTE COD:4036 RONEK - Cod4036 ronek,IP775,UN,35,0,41.0,21.46,servi
ESPATULA JOKER IMÃ AZUL RONEK COD:3074,IP777,UN,30,0,0.0,18.41,servi
ESPATULA JOKER MAGFLUOR PINK LIMITED COD:3023 RONEK,IP1066,UN,35,0,4.0,22.26,servi
ESPATULA JOKER PPF BLUE MEDIA RONEK,IP1062,UN,40,0,3.0,24.9,servi
ESPATULA JOKER RED RONEK COD:6010,IP1063,UN,25,0,2.0,17,servi
ESPATULA MAG JOKER TRAPEZIO BRANCA RONEK COD:3070,IP1065,UN,28,0,10.0,18.33,servi
ESPATULA PARA ACABAMENTO BORDER RONEK COD:9099-13,IP776,UN,20,0,6.0,13.95,servi
ESPATULA PARA ACABAMENTO BORDER RONEK COD:9099-3,IP1210,UN,20,0,0.0,12.94,servi
ESPATULA PARALELOGRAMA FLEX 50-2023 EXFAK,IP170,UN,7,0,1.0,2.65,servi
ESPATULA PIZZA AMARELA RONEK COD:4012,IP1061,UN,13,0,15.0,10.39,servi
ESPATULA PPF CONCAVE PINK RONEK COD:4025P,IP1348,UN,62,0,6.0,42.63,servi
ESPATULA PPF MINI CONCAVE PINK RONEK COD:4026P,IP1068,UN,48,0,4.0,1.05,servi
ESPATULA PPF SOFT GREEN COD:4029G RONEK,IP1067,UN,65,0,4.0,43.31,servi
ESPATULA RASPADOR DE PLASTICO 31 CM COD:15-3110 EXFAK,IP418,UN,50,0,4.0,33.25,servi
